,ID,Platform,Name,Description,Keywords,Licenses,Repository URL,Versions Count,Dependent Projects Count,Status,Dependent Repositories Count,Repository ID,Repository Host Type,Repository Name with Owner,Repository Description,Repository Fork?,Repository Stars Count,Repository License,Repository Status,Repository Keywords,Binding Host,Homepage URL,Homepage Domain,Binding Host Normalized,Binding Host Normalized - No Space,Host Repo IDs,is official,Type
212207,3736678,Cargo,oboe,Safe interface for oboe an android library for low latency audio IO,"opensles,aaudio,oboe,android,audio",Apache-2.0,https://github.com/katyo/oboe-rs,2,0,,0,41250623,GitHub,katyo/oboe-rs,Rust bindings for Oboe high-performance audio IO Android library,False,1.0,,,,oboe,,,oboe,oboe,['33726084'],community,Binding
212246,3737161,NuGet,keystoneengine.net,"Keystone is a lightweight multi-platform, multi-architecture assembler framework. This package corresponds to the csharp bindings in the official git repository.","x64,assembler,keystone,arm,x86,llvm",,,1,0,,0,,,,,,,,,,Keystone,http://www.keystone-engine.org/,keystone-engine,keystone,keystone,['663727'],community,Binding
212284,3737613,npm,react-mixpanel-browser,React providers for mixpanel-browser using the Context API.,"react,mixpanel",MIT,https://github.com/apancutt/react-mixpanel-browser,9,0,,0,38212329,GitHub,apancutt/react-mixpanel-browser,,False,2.0,MIT,,,Context,https://github.com/apancutt/react-mixpanel-browser,github,context,context,['26252700'],community,Binding
212304,3737781,npm,react-loggly-jslogger,React providers for loggly-jslogger using the Context API.,"react,loggly",MIT,https://github.com/apancutt/react-loggly-jslogger,13,0,,0,38212628,GitHub,apancutt/react-loggly-jslogger,,False,0.0,MIT,,,Context,https://github.com/apancutt/react-loggly-jslogger,github,context,context,['26252700'],community,Binding
212309,3737812,NuGet,keystoneengine.csharp,"Keystone is a lightweight multi-platform, multi-architecture assembler framework. This package corresponds to the csharp bindings in the official git repository.","keystone,assembler,x86,llvm,x64,arm",,,1,0,,0,,,,,,,,,,Keystone,http://www.keystone-engine.org/,keystone-engine,keystone,keystone,['663727'],community,Binding
212420,3739112,npm,teton-thorjs,Thor API JS Library,,ISC,,1,0,,0,,,,,,,,,,Thor,,,thor,thor,['39750588'],community,Binding
212424,3739142,NuGet,RabanSoft.SysInvoke,Basic windows DLL wrapper,"invoke,sysinvoke,rabansoft,pinvoke",MIT,https://github.com/DrabanL/SysInvoke,2,1,,0,38215389,GitHub,DrabanL/SysInvoke,Basic windows DLL wrapper,False,0.0,MIT,,,DLL,https://github.com/DrabanL/SysInvoke,github,dll,dll,['5766550'],community,Binding
212430,3739179,npm,teton-thor,Thor API JS Library,,ISC,,19,0,,0,,,,,,,,,,Thor,,,thor,thor,['39750588'],community,Binding
212474,3739581,CRAN,sparkxgb,Interface for 'XGBoost' on 'Apache Spark',,Apache-2.0,,1,0,,0,,,,,,,,,,XGBoost,,,xgboost,xgboost,['339654'],community,Binding
212475,3739605,npm,@ale-rainbow/rainbow-cli,Rainbow CLI application based on the Rainbow SDK for Node.js,"ALE,SDK,Node.js,CLI,Rainbow",MIT,https://github.com/Rainbow-CPaaS/Rainbow-CLI-SDK,2,0,,0,22466082,GitHub,Rainbow-CPaaS/Rainbow-CLI-SDK,The Alcatel-Lucent Enterprise (ALE) Rainbow CLI application is an shell tool for connecting to Rainbow and doing administrative tasks.,False,6.0,Other,,,Rainbow,https://github.com/Rainbow-CPaaS/Rainbow-CLI-SDK.git,github,rainbow,rainbow,"['29176751', '31379301']",community,Binding
212707,3742429,PyPI,cvhelper,A helper package for OpenCV,opencv,MIT,https://github.com/anbergem/cvhelper,3,0,,0,38218342,GitHub,anbergem/opencv_wrapper,A wrapper library for OpenCV Python,False,8.0,MIT,,"computer-vision,image-processing,opencv,opencv-python,python",OpenCV,https://github.com/anbergem/cvhelper,github,opencv,opencv,"['851991', '852587', '8250162']",community,Binding
213372,3750282,PyPI,opencv-wrapper,A Python wrapper for OpenCV.,OpenCV,MIT,https://github.com/anbergem/opencv_wrapper,6,0,,0,38218342,GitHub,anbergem/opencv_wrapper,A wrapper library for OpenCV Python,False,8.0,MIT,,"computer-vision,image-processing,opencv,opencv-python,python",OpenCV,https://github.com/anbergem/opencv_wrapper,github,opencv,opencv,"['851991', '852587', '8250162']",community,Binding
213478,3751252,CocoaPods,SmartImageView,UIImageView that detects faces and adds custom views over them. Uses Vision API from Apple.,,MIT,https://github.com/manuelbulos/SmartImageView,2,0,,0,38254605,GitHub,ManuelBulos/SmartImageView,UIImageView that detects faces and adds custom views over them using Vision API from Apple.,False,0.0,MIT,,,Vision,https://github.com/manuelbulos/SmartImageView,github,vision,vision,['25166431'],community,Binding
213598,3752641,npm,@tylerlafayette/react-native-opencv,OpenCV binding for recat-native (modified),react-native,MIT,https://github.com/tylerlafayette/react-native-opencv,1,0,,0,38285203,GitHub,TylerLafayette/react-native-opencv,Open CV binding for React Native,True,0.0,,,,OpenCV,https://github.com/tylerlafayette/react-native-opencv,github,opencv,opencv,"['851991', '852587', '8250162']",community,Binding
214026,3763995,npm,apollo-client-node,配置中心 Apollo 的 Node.js 版本 SDK，可集成到 eggjs 框架,,MIT,,3,0,,0,,,,,,,,,,Apollo,,,apollo,apollo,['15362424'],community,Binding
214216,3769812,PyPI,redisai,RedisAI Python Client,,BSD-3-Clause,https://github.com/RedisAI/redisai-py,5,0,,1,38195525,GitHub,RedisAI/redisai-py,Python client for RedisAI,False,15.0,BSD-3-Clause,,,RedisAI,http://github.com/RedisAI/redisai-py,github,redisai,redisai,['13554718'],same_repo_owner,Binding
214308,3772422,PyPI,deepvec,Tensorflow wrapper for classification,"classification,deep learning,tensorflow,keras,pandas",MIT,,2,0,,0,,,,,,,,,,Tensorflow,https://github.com/nuhamozaini,github,tensorflow,tensorflow,"['3109714', '27253426', '39323364']",community,Binding
214315,3772501,PyPI,lumin,LUMIN Unifies Many Improvements for Networks: A PyTorch wrapper to make deep learning more accessable to scientists,"lumin,deep learning,machine learning,physics,science,statistics",Apache-2.0,https://github.com/GilesStrong/lumin,15,0,,0,38346118,GitHub,GilesStrong/lumin,LUMIN - a deep learning and data science ecosystem for high-energy physics.,False,18.0,Apache-2.0,,"deep-learning,hep,machine-learning,physics,pytorch,science,statistics",PyTorch,https://github.com/GilesStrong/lumin,github,pytorch,pytorch,['18883757'],community,Binding
214353,3772849,PyPI,detection-models,Data structures for running TensorFlow Object Detection API models,detection_models,MIT,https://github.com/autognc/detection_models,3,0,,0,,,,,,,,,,TensorFlow Object Detection,https://github.com/autognc/detection_models,github,tensorflow object detection,tensorflowobjectdetection,['29625088'],community,Binding
214363,3772924,PyPI,mercury-api,The mercury front end HTTP API,,,,1,0,,0,,,,,,,,,,mercury,https://www.rackspace.com,rackspace,mercury,mercury,['23163788'],community,Binding
214373,3773020,CRAN,opencv,Bindings to 'OpenCV' Computer Vision Library,,MIT,https://github.com/ropensci/opencv,1,0,,0,38349148,GitHub,ropensci/opencv,R wrapper of the OpenCV library,False,68.0,Other,,"opencv,opencv-library,r,r-package,rstats,unconf,unconf18",OpenCV,https://github.com/ropensci/opencv,github,opencv,opencv,"['851991', '852587', '8250162']",community,Binding
214411,3774897,PyPI,mPython-parrot,parrot (mPython expansion board) mPython library,,MIT,https://github.com/labplus-cn/mPython-lib,2,0,,0,37971424,GitHub,labplus-cn/mPython-lib,mPython the Python libraries,False,1.0,MIT,,"bluebit,extboard,micropython,mpython,mpython-lib",parrot,https://github.com/labplus-cn/mPython-lib,github,parrot,parrot,['3241449'],community,Binding
214464,3775664,PyPI,dex-k8s-client,Python bindings for interacting with a Dex server running on Kubernetes.,grpc rpc api dex k8s kubernetes,GPL-3.0,https://github.com/djtaylor/python-dex-k8s-client,6,0,,0,38377047,GitHub,djtaylor/python-dex-k8s-client,Client libraries for interacting with Dex running on Kubernetes via HTTP and gRPC,False,0.0,MIT,,,Dex,http://github.com/djtaylor/python-dex-k8s-client,github,dex,dex,['16976610'],community,Binding
214795,3781604,Packagist,palepurple/nmap,"nmap is a PHP wrapper for Nmap, a free security scanner for network exploration.",,MIT,https://github.com/DavidGoodwin/nmap,10,0,,0,38399600,GitHub,DavidGoodwin/nmap,nmap is a PHP wrapper for Nmap.,True,0.0,MIT,,php,Nmap,,,nmap,nmap,['852438'],community,Binding
214804,3781742,npm,snekjs,A terminal-based Snake implementation written in JavaScript (Node.js) 🐍,"snake,javascript,node",,,8,0,,0,,,,,,,,,,Snake,,,snake,snake,['39850088'],community,Binding
215095,3789758,Packagist,cawa0505/rivescript-laravel,"Laravel wrapper for the RiveScript PHP library. RiveScript is a scripting language for chatterbots, making it easy to write trigger/response pairs for building up a bot's intelligence.","bot,laravel,ai,chatterbot,rivescript,vulcan",MIT,https://github.com/cawa0505/rivescript-laravel,5,0,,0,13890398,GitHub,cawa0505/rivescript-laravel,:white_circle: Laravel wrapper for the Rivescript PHP library,False,0.0,,,,RiveScript,,,rivescript,rivescript,['17777447'],community,Binding
215097,3789769,Packagist,cawa0505/rivescript-php,"RiveScript interpreter library for PHP with Laravel support. RiveScript is a scripting language for chatterbots, making it easy to write trigger/response pairs for building up a bot's intelligence.","bot,ai,chatterbot,rivescript,vulcan",MIT,https://github.com/cawa0505/rivescript-php,10,1,,0,38448564,GitHub,cawa0505/rivescript-php,:white_circle: A RiveScript interpreter for PHP. RiveScript is a scripting language for chatterbots.,True,0.0,MIT,,,RiveScript,http://www.rivescript.com,rivescript,rivescript,rivescript,['17777447'],community,Binding
215184,3794471,npm,elf-ui,"Elf, a React based component library for developers; 基于React的桌面组件库",,MIT,https://github.com/didilinkin/elf-ui,5,0,,0,38475892,GitHub,didilinkin/elf-ui,"Elf, a React based component library for developers; 基于React的桌面组件库",False,1.0,MIT,,"commitizen,enzyme,jest,react,typescript",Elf,https://didilinkin.github.io/elf-ui/,github,elf,elf,"['25845449', '35776778']",community,Binding
215196,3794638,Packagist,hzy9738/forge-sdk,forge-sdk,,MIT,https://github.com/hzy9738/yijianforge,27,0,,0,38479645,GitHub,hzy9738/yijianforge,,False,1.0,MIT,,"forge-sdk,php",forge,,,forge,forge,['23506943'],community,Binding
215219,3794935,npm,generator-rocket-api,Yoeman generator for Rocket express api boilerplate,yeoman-generator,MIT,https://github.com/bubunyo/generator-rocket-api,5,0,,0,38506505,GitHub,bubunyo/generator-rocket-api,Express Api Generator for Node Api,False,0.0,MIT,,,Rocket,https://github.com/bubunyo/generator-rocket-api,github,rocket,rocket,['40247662'],community,Binding
215272,3795488,PyPI,azureml-automl-core,AutoML client common library,,Other,,29,0,,0,,,,,,,,,,AutoML,https://docs.microsoft.com/en-us/azure/machine-learning/service/,microsoft,automl,automl,"['12387655', '36347067', '36813442', '39797689']",community,Binding
215335,3797770,PyPI,feast,Python SDK for Feast,,Apache-2.0,https://github.com/gojek/feast,18,0,,0,37501074,GitHub,gojek/feast,Feature Store for Machine Learning,False,592.0,Apache-2.0,,"big-data,bigquery,feature-engineering,features,machine-learning,ml",Feast,https://github.com/gojek/feast,github,feast,feast,['37501074'],same_repo,Binding
215459,3798768,CocoaPods,AMRAdapterAdtiming,Adtiming adapter for AMR SDK.,,Other,https://github.com/admost/AMR-IOS-ADAPTER-ADTIMING,6,0,,0,38519098,GitHub,admost/AMR-IOS-ADAPTER-ADTIMING,,False,0.0,,,,AMR,http://www.admost.com/,admost,amr,amr,['14308902'],community,Binding
215462,3798786,CocoaPods,TensorIOTensorFlow,The TensorFlow (unofficial) build used by TensorIO for iOS.,,Apache-2.0,,2,0,,1,38519122,GitHub,doc-ai/tensorio-tensorflow-ios,"Unofficial TensorFlow cocoapod for iOS with support for inference, evaluation, and training",False,0.0,Other,,,TensorFlow,https://github.com/doc-ai/tensorio-tensorflow-ios,github,tensorflow,tensorflow,"['3109714', '27253426', '39323364']",community,Binding
215605,3800579,npm,@car-cms/cms-logger,Wrapper for winston,,ISC,,31,0,,0,,,,,,,,,,winston,,,winston,winston,['72007'],community,Binding
215786,3805992,npm,bs-electron,Bucklescript bindings for Electron,,MIT,,1,0,,0,,,,,,,,,,Electron,,,electron,electron,['25543319'],community,Binding
216063,3812304,Cargo,electron-sys,Raw bindings to the Electron API for projects using wasm-bindgen. ,,"Apache-2.0,MIT",https://github.com/interfaces-rs/electron-sys,4,1,,1,38592751,GitHub,interfaces-rs/electron-sys,Raw bindings to the electron API for projects using wasm-bindgen,False,0.0,Other,,"electron,javascript,rust,wasm,webassembly",Electron,,,electron,electron,['25543319'],community,Binding
216110,3815023,npm,ntplib,NTP for nodejs,NTP,0BSD,https://github.com/studentmain/node-ntplib,5,0,,0,38607660,GitHub,studentmain/node-ntplib,NTP library for node.js,False,0.0,Other,,,NTP,https://github.com/studentmain/node-ntplib,github,ntp,ntp,['32528693'],community,Binding
216180,3818073,PyPI,xlearn-win,xLearn Python Package,,Apache-2.0,https://github.com/aksnzhy/xlearn,1,0,,0,25065364,GitHub,aksnzhy/xlearn,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization machines (FM), and field-aware factorization machines (FFM) for Python and CLI interface.",False,2587.0,Apache-2.0,,"data-analysis,data-science,factorization-machines,ffm,fm,machine-learning,statistics",xLearn,https://github.com/aksnzhy/xlearn,github,xlearn,xlearn,"['13891186', '25065364', '39467478']",same_repo,Binding
216420,3822891,CocoaPods,AMRAdapterIronsource-Zynga,Ironsource adapter for AMR SDK.,,Other,https://github.com/admost/AMR-IOS-ADAPTER-IRONSOURCE,1,0,,0,23556045,GitHub,admost/AMR-IOS-ADAPTER-IRONSOURCE,,False,0.0,,,,AMR,http://www.admost.com/,admost,amr,amr,['14308902'],community,Binding
216424,3822906,CocoaPods,AMRAdapterNexage-Zynga,Nexage adapter for AMR SDK.,,Other,https://github.com/admost/AMR-IOS-ADAPTER-NEXAGE-ZYNGA,1,0,,0,38605575,GitHub,admost/AMR-IOS-ADAPTER-NEXAGE-ZYNGA,,False,0.0,,,,AMR,http://www.admost.com/,admost,amr,amr,['14308902'],community,Binding
216426,3822933,CocoaPods,AMRAdapterUnity-Zynga,Unity Ads adapter for AMR SDK.,,Other,https://github.com/admost/AMR-IOS-ADAPTER-UNITY-ZYNGA,1,0,,0,38605593,GitHub,admost/AMR-IOS-ADAPTER-UNITY-ZYNGA,,False,0.0,,,,AMR,http://www.admost.com/,admost,amr,amr,['14308902'],community,Binding
216433,3822968,CocoaPods,AMRAdapterAdmob-Zynga,Admob adapter for AMR SDK.,,Other,https://github.com/admost/AMR-IOS-ADAPTER-ADMOB-ZYNGA,1,0,,0,38605616,GitHub,admost/AMR-IOS-ADAPTER-ADMOB-ZYNGA,,False,0.0,,,,AMR,http://www.admost.com/,admost,amr,amr,['14308902'],community,Binding
216435,3822987,CocoaPods,AMRAdapterInmobi-Zynga,Inmobi adapter for AMR SDK.,,Other,https://github.com/admost/AMR-IOS-ADAPTER-INMOBI,1,0,,0,18457434,GitHub,admost/AMR-IOS-ADAPTER-INMOBI,,False,0.0,,,,AMR,http://www.admost.com/,admost,amr,amr,['14308902'],community,Binding
216436,3822990,CocoaPods,AMRAdapterApplovin-Zynga,Applovin adapter for AMR SDK.,,Other,https://github.com/admost/AMR-IOS-ADAPTER-APPLOVIN,1,0,,0,18440567,GitHub,admost/AMR-IOS-ADAPTER-APPLOVIN,,False,0.0,,,,AMR,http://www.admost.com/,admost,amr,amr,['14308902'],community,Binding
216457,3823110,CocoaPods,AMRAdapterTapjoy-Zynga,Tapjoy adapter for AMR SDK.,,Other,https://github.com/admost/AMR-IOS-ADAPTER-TAPJOY,1,0,,0,18458941,GitHub,admost/AMR-IOS-ADAPTER-TAPJOY,,False,0.0,,,,AMR,http://www.admost.com/,admost,amr,amr,['14308902'],community,Binding
216459,3823118,CocoaPods,AMRAdapterMopub-Zynga,Mopub adapter for AMR SDK.,,Other,https://github.com/admost/AMR-IOS-ADAPTER-MOPUB,1,0,,0,16697145,GitHub,admost/AMR-IOS-ADAPTER-MOPUB,,False,0.0,,,,AMR,http://www.admost.com/,admost,amr,amr,['14308902'],community,Binding
216589,3824516,npm,@adoyle.me/winston-logger,A wrapper of winston. For simple usage.,"winston,logger",Apache-2.0,https://github.com/adoyle-h/winston-logger,3,0,,0,38606119,GitHub,adoyle-h/winston-logger,A wrapper of winston. For simple usage.,False,0.0,Apache-2.0,,,winston,https://github.com/adoyle-h/winston-logger,github,winston,winston,['72007'],community,Binding
216625,3824985,npm,@bolt/api,Bolt API Endpoint,,MIT,https://github.com/bolt-design-system/bolt,124,3,,1,25215702,GitHub,boltdesignsystem/bolt,"The Bolt Design System provides robust Twig and Web Component-powered UI components, reusable visual styles, and powerful tooling to help developers, designers, and content authors build, maintain, and scale best of class digital experiences.",False,128.0,MIT,,"atomic-design,bem,custom-elements,decoupling,design-system,drupal,drupal-8,itcss,lerna,lit-html,monorepo,pattern-lab,pattern-library,preact,skatejs,twig,web-components,webpack",Bolt,https://github.com/bolt-design-system/bolt,github,bolt,bolt,"['19562400', '40784040']",community,Binding
216859,3832546,PyPI,Zeras,A simple tensorflow wrapper.,,MIT,https://github.com/Li-Ming-Fan/Zeras,18,0,,0,38644177,GitHub,Li-Ming-Fan/Zeras,A simple tensorflow wrapper,False,2.0,MIT,,,tensorflow,https://github.com/Li-Ming-Fan/Zeras,github,tensorflow,tensorflow,"['3109714', '27253426', '39323364']",community,Binding
